BSSID,SSID,BeaconCount,CaptureTimeSpan_ms,MeanInterBeaconTime_ms,StdInterBeaconTime_ms,MinInterBeaconTime_ms,MaxInterBeaconTime_ms,ExpectedBeaconInterval_TU,TimingJitter,MissedBeacons,MeanSeqGap,StdSeqGap,MaxSeqGap,SeqNumberResets,ChannelChanges,UniqueChannels,MeanRSSI,StdRSSI,RSSIRange,Encryption,HasHT,SuspicionScore,SuspicionReasons
5C:62:8B:77:EB:58,Vishaka FF,12,1238498,112590.72727272728,198143.4082754664,107.0,565706.0,100,1.7598554789840373,9,-23.90909090909091,808.6034200453835,1088.0,1,1,1,-91.0,3.4902461491731755,12,WPA2,1,6,High_Jitter; Missed_Beacons; Seq_Gaps; Weak_Signal; 
4E:22:54:0C:D5:22,,11,1491998,149199.8,241292.5604446924,261.0,692455.0,100,1.6172445301071126,10,-204.8,841.8623270926059,857.0,2,1,1,-91.63636363636364,1.9632996344280853,7,WEP,0,6,High_Jitter; Missed_Beacons; Seq_Gaps; Weak_Signal; 
6C:5A:B0:34:A2:93,TP-Link_A293,12,689517,62683.36363636364,133851.83455991384,141.0,338310.0,100,2.1353645814904683,10,284.6363636363636,1070.091516901921,3467.0,1,1,1,-93.25,2.8324419275118906,11,WPA2,1,6,High_Jitter; Missed_Beacons; Seq_Gaps; Weak_Signal; 
5A:22:54:0C:D7:86,,4,1391571,463857.0,221028.20111243724,247203.0,689014.0,100,0.4765007343038064,3,355.3333333333333,2273.506616074238,2632.0,1,1,1,-92.75,2.217355782608345,5,WEP,0,5,High_Jitter; Seq_Gaps; Weak_Signal; Few_Beacons; 
48:55:5E:2C:09:CA,Abishek_wi-fi,4,578889,192963.0,297473.634724155,13319.0,536333.0,100,1.5416097113053455,3,-772.3333333333334,1714.5076066711786,295.0,1,1,1,-90.75,1.2583057392117916,3,WPA2,1,5,High_Jitter; Seq_Gaps; Weak_Signal; Few_Beacons; 
BC:51:5F:28:4D:1C,Airtel_Yash,4,13005,4335.0,7235.825523048493,106.0,12690.0,100,1.669163903432371,2,42.333333333333336,71.59143337951359,125.0,0,1,1,-95.0,1.4142135623730951,3,WPA2,1,5,High_Jitter; Seq_Gaps; Weak_Signal; Few_Beacons; 
9A:BA:5F:51:AE:D8,,3,896856,448428.0,170487.6875847637,327875.0,568981.0,100,0.3801896571676691,2,283.0,1664.529362913133,1460.0,1,2,2,-91.0,4.0,8,WEP,0,5,High_Jitter; Seq_Gaps; Weak_Signal; Few_Beacons; 
AA:29:48:53:FB:36,,3,328714,164357.0,232276.09233840663,113.0,328601.0,100,1.4132412512822294,1,894.0,1260.0642840744276,1785.0,0,1,1,-88.66666666666667,4.725815626252608,9,WEP,0,5,High_Jitter; Seq_Gaps; Weak_Signal; Few_Beacons; 
98:03:8E:B2:B3:E5,Saraagam,4,626955,208985.0,182134.82550297733,106.0,334644.0,100,0.8715210445826533,2,631.0,1824.4878733496696,2687.0,1,2,2,-91.75,0.9574271077563381,2,WPA2,1,5,High_Jitter; Seq_Gaps; Weak_Signal; Few_Beacons; 
78:20:51:A7:52:22,Lakshmibhanu_4G,5,767447,191861.75,366574.567547882,3092.0,741689.0,100,1.910618283977767,4,342.25,163.15713285051316,510.0,0,2,2,-92.8,1.3038404810405297,3,WPA2,1,4,High_Jitter; Seq_Gaps; Weak_Signal; 
8A:87:4C:07:1B:16,Raven,9,1134322,141790.25,366596.7577258034,102.0,1046664.0,100,2.5854863625899376,5,-391.625,1324.721635180118,359.0,1,1,1,-93.44444444444444,1.3333333333333333,4,WPA2,1,4,High_Jitter; Seq_Gaps; Weak_Signal; 
FE:BF:77:8A:46:53,JarinaArun,6,897137,179427.4,221536.55370006096,212.0,493865.0,100,1.2346863059868576,5,109.2,668.9067199542848,726.0,1,1,1,-91.83333333333333,2.3166067138525404,5,WPA2,1,4,High_Jitter; Seq_Gaps; Weak_Signal; 
EE:FA:BC:58:76:A6,SmartLife-76A6,3,1241710,620855.0,877841.9561447265,127.0,1241583.0,100,1.4139242756252468,1,-132.5,190.21172413918129,2.0,1,1,1,-91.0,3.605551275463989,7,Open,0,4,High_Jitter; Weak_Signal; Few_Beacons; 
98:BA:5F:F1:AF:0E,ACT_ai-103716243216,4,365,121.66666666666667,40.203648258999245,84.0,164.0,100,0.3304409418785614,1,1.0,0.0,1.0,0,2,2,-90.75,0.9574271077563381,2,WPA2,1,4,High_Jitter; Weak_Signal; Few_Beacons; 
50:2B:73:83:83:51,WhaleTale,3,6676,3338.0,4563.667165777978,111.0,6565.0,100,1.3671860887989191,1,32.5,44.54772721475249,64.0,0,1,1,-91.66666666666667,3.511884584284246,7,WPA2,1,4,High_Jitter; Weak_Signal; Few_Beacons; 
50:3D:D1:33:3D:9E,ACT-ai_103785753450,4,3505,1168.3333333333333,1738.965880439675,102.0,3175.0,100,1.4884158735674113,2,11.333333333333334,17.03917055884274,31.0,0,2,2,-93.5,1.2909944487358056,3,WPA2,1,4,High_Jitter; Weak_Signal; Few_Beacons; 
AA:29:48:43:FB:36,,5,351676,87919.0,160701.8092804185,114.0,328431.0,100,1.8278393666737642,3,629.0,841.221730579994,1782.0,0,2,2,-88.6,3.974921382870358,10,WEP,0,4,High_Jitter; Seq_Gaps; Weak_Signal; 
98:BA:5F:F1:AE:D8,ACT_ai-103716243216,5,890809,222702.25,271690.7366932422,169.0,562428.0,100,1.219973020892345,4,127.0,965.8357348258899,1396.0,1,2,2,-93.4,1.6733200530681511,4,WPA2,1,4,High_Jitter; Seq_Gaps; Weak_Signal; 
A2:09:0D:AB:A8:18,Sid_1,3,3420,1710.0,2179.3030996169396,169.0,3251.0,100,1.2744462563406393,2,34.0,42.42640687119285,64.0,0,2,2,-88.0,1.7320508075688772,3,WPA2,1,4,High_Jitter; Weak_Signal; Few_Beacons; 
A8:DA:0C:A9:02:87,RAJ4G,6,1414476,282895.2,293073.8586648424,221.0,692292.0,100,1.0359803159042869,5,285.0,1270.8058466972836,2189.0,1,2,2,-94.66666666666667,1.7511900715418263,5,WPA2,1,4,High_Jitter; Seq_Gaps; Weak_Signal; 
9A:BA:5F:51:AF:0E,,3,339,169.5,82.73149339882606,111.0,228.0,100,0.48809140360315434,1,2.0,1.4142135623730951,3.0,0,2,2,-92.0,1.0,2,WEP,0,4,High_Jitter; Weak_Signal; Few_Beacons; 
CA:BB:C1:66:23:D2,gravity,4,538,179.33333333333334,121.00550951644034,43.0,274.0,100,0.6747519080391549,2,1.3333333333333333,0.5773502691896257,2.0,0,2,2,-90.25,0.9574271077563381,2,WPA2,1,4,High_Jitter; Weak_Signal; Few_Beacons; 
7A:20:51:A7:52:22,,6,826190,165238.0,211302.56160420773,272.0,399607.0,100,1.2787770464598274,5,-86.6,783.3982384458112,900.0,2,2,2,-91.83333333333333,1.7224014243685084,5,WEP,0,4,High_Jitter; Seq_Gaps; Weak_Signal; 
82:E5:32:B7:10:42,ADHPRE-4g,3,534,267.0,154.14927829866735,158.0,376.0,100,0.5773381188064766,2,4.0,2.8284271247461903,6.0,0,2,2,-93.0,1.0,2,WPA2,1,4,High_Jitter; Weak_Signal; Few_Beacons; 
56:22:54:0C:D5:22,Rankedsuite,5,1401015,350253.75,539756.6176962694,3121.0,1141020.0,100,1.5410445075740897,4,289.5,1991.659693153761,2947.0,1,1,1,-93.2,1.0954451150103321,3,WPA2,1,4,High_Jitter; Seq_Gaps; Weak_Signal; 
E4:FA:C4:0D:11:A5,ACTFIBERNET,2,94413,94413.0,,94413.0,94413.0,100,,1,923.0,,923.0,0,1,1,-93.5,0.7071067811865476,1,WPA2,1,3,Seq_Gaps; Weak_Signal; Few_Beacons; 
A8:29:48:63:FB:36,Ganapathy,2,331817,331817.0,,331817.0,331817.0,100,,1,1888.0,,1888.0,0,1,1,-90.0,8.48528137423857,12,WPA2,1,3,Seq_Gaps; Weak_Signal; Few_Beacons; 
5C:A6:E6:72:76:36,ACTFIBERNET,2,1241860,1241860.0,,1241860.0,1241860.0,100,,1,562.0,,562.0,0,1,1,-91.5,0.7071067811865476,1,WPA2,1,3,Seq_Gaps; Weak_Signal; Few_Beacons; 
9E:A2:F4:A7:D2:5B,,5,1033814,258453.5,383750.0684199722,90.0,812461.0,100,1.484793467368356,2,-54.25,158.79205479704163,62.0,1,1,1,-94.4,2.3021728866442674,6,WEP,0,3,High_Jitter; Weak_Signal; 
C2:BB:C1:78:28:0E,PRAVIYA,2,758243,758243.0,,758243.0,758243.0,100,,1,540.0,,540.0,0,1,1,-94.0,2.8284271247461903,4,WPA2,1,3,Seq_Gaps; Weak_Signal; Few_Beacons; 
FA:54:B8:D1:75:52,,2,370,370.0,,370.0,370.0,100,,1,2.0,,2.0,0,2,2,-89.0,2.8284271247461903,4,WPA2,1,2,Weak_Signal; Few_Beacons; 
F0:ED:B8:D8:B2:69,Ajay_4G,3,427,213.5,17.67766952966369,201.0,226.0,100,0.08279938850990305,2,1.0,0.0,1.0,0,1,1,-93.0,1.0,2,WPA2,1,2,Weak_Signal; Few_Beacons; 
7C:F1:7E:6E:47:2A,Reddington_EXT,3,308,154.0,12.727922061357855,145.0,163.0,100,0.08264884401759098,1,1.5,0.7071067811865476,2.0,0,2,2,-89.33333333333333,3.055050463303893,6,WPA2,1,2,Weak_Signal; Few_Beacons; 
9A:BA:5F:41:AF:0E,,2,107,107.0,,107.0,107.0,100,,0,1.0,,1.0,0,1,1,-92.0,1.4142135623730951,2,WEP,0,2,Weak_Signal; Few_Beacons; 
60:E3:27:7C:50:54,sarahjohn,2,131,131.0,,131.0,131.0,100,,0,1.0,,1.0,0,1,1,-92.0,1.4142135623730951,2,WPA2,1,2,Weak_Signal; Few_Beacons; 
82:E5:32:B7:10:46,ADHPRE-5g,2,366,366.0,,366.0,366.0,100,,1,6.0,,6.0,0,2,2,-92.0,2.8284271247461903,4,WPA2,1,2,Weak_Signal; Few_Beacons; 
5E:22:54:0C:D5:22,,2,1238270,1238270.0,,1238270.0,1238270.0,100,,1,-198.0,,-198.0,1,1,1,-92.5,0.7071067811865476,1,WEP,0,2,Weak_Signal; Few_Beacons; 
48:55:5E:2B:ED:4A,gautham4g,2,292,292.0,,292.0,292.0,100,,1,2.0,,2.0,0,1,1,-92.0,1.4142135623730951,2,WPA2,1,2,Weak_Signal; Few_Beacons; 
32:52:A1:06:0D:D3,Rankedsuite,2,80,80.0,,80.0,80.0,100,,0,6.0,,6.0,0,1,1,-88.5,2.1213203435596424,3,WPA2,1,2,Weak_Signal; Few_Beacons; 
32:52:A1:06:0D:D6,,2,337,337.0,,337.0,337.0,100,,1,19.0,,19.0,0,2,2,-91.0,0.0,0,WEP,0,2,Weak_Signal; Few_Beacons; 
