Timestamp_ms,SSID,BSSID,RSSI,Channel,SequenceNumber,BeaconInterval,BeaconTimestamp,Encryption,Privacy,ShortPreamble,ShortSlot,RateCount,SupportedRates,ExtRateCount,DSChannel,CountryCode,HasHT,HTChannelWidth,HTStreams,HasExtCap,OUI,VendorName,IsHidden,FrameLength
6207,MY HOME_4G,B4:A7:C6:F4:4E:D4,-87,6,1839,100,803798221222,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,B4:A7:C6,Unknown,0,283
6259,Villa-144,48:55:5E:19:E8:BA,-90,6,3173,100,802908365213,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,48:55:5E,Unknown,0,282
6313,Villa-144,48:55:5E:19:E8:BA,-94,7,3174,100,802908467624,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,48:55:5E,Unknown,0,282
6366,Karthik,34:60:F9:A8:56:6D,-85,7,677,100,803876659609,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,8,,1,40,2,1,34:60:F9,Unknown,0,382
6387,,36:60:F9:A8:56:6D,-87,7,678,100,803876659595,WEP,1,0,1,0,,0,0,,0,0,0,0,36:60:F9,Unknown,0,334
6461,MY HOME_4G,B4:A7:C6:F4:4E:D4,-88,7,1841,100,803798426157,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,B4:A7:C6,Unknown,0,283
6513,ACTFIBERNET,B0:A7:B9:AF:A6:1B,-73,7,2898,100,803844403591,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,7,,1,40,2,1,B0:A7:B9,Unknown,0,261
6556,ACTFIBERNET,B0:A7:B9:AF:A6:1B,-72,8,2899,100,803844505991,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,7,,1,40,2,1,B0:A7:B9,Unknown,0,261
6588,,36:60:F9:A8:56:6D,-90,8,686,100,803876864416,WEP,1,0,1,0,,0,0,,0,0,0,0,36:60:F9,Unknown,0,334
6641,ACTFIBERNET,B0:A7:B9:AF:A6:1B,-73,8,2900,100,803844608391,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,7,,1,40,2,1,B0:A7:B9,Unknown,0,261
6703,Karthik,34:60:F9:A8:56:6D,-88,8,689,100,803876966808,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,8,,1,40,2,1,34:60:F9,Unknown,0,382
6724,,36:60:F9:A8:56:6D,-89,8,690,100,803876966821,WEP,1,0,1,0,,0,0,,0,0,0,0,36:60:F9,Unknown,0,334
6776,ACTFIBERNET,B0:A7:B9:AF:A6:1B,-78,8,2901,100,803844710806,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,7,,1,40,2,1,B0:A7:B9,Unknown,0,261
6830,Karthik,34:60:F9:A8:56:6D,-85,9,693,100,803877069212,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,8,,1,40,2,1,34:60:F9,Unknown,0,382
6883,Home Sweet,9C:A2:F4:AD:D2:8F,-86,9,2944,100,189103001967,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,9C:A2:F4,Unknown,0,240
6936,Home Sweet_5G,9E:A2:F4:A9:D2:8F,-87,9,2945,100,189103004097,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,9E:A2:F4,Unknown,0,243
